name,club,position,price_current,availibility_status,availibility_last_changed,availibility_percentage,price_last_changed,price_change_amount
Emerson,CHE,DEF,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0798,0
Saúl,CHE,MID,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0799,0
Bettinelli,CHE,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0800,0
Gallagher,CRY,MID,6.1,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0801,0.1
Guaita,CRY,GKP,4.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0802,0.1
Tomkins,CRY,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0803,-0.2
McArthur,CRY,MID,4.3,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0804,-0.2
Benteke,CRY,FWD,6.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0805,-0.1
Kouyaté,CRY,DEF,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0806,0
Kelly,CRY,DEF,3.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0807,-0.1
Milivojevic,CRY,MID,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0808,-0.2
Ayew,CRY,FWD,5.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0809,-0.2
Zaha,CRY,MID,6.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0810,-0.2
Schlupp,CRY,MID,5.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0811,-0.1
Butland,CRY,GKP,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0812,-0.1
Riedewald,CRY,MID,4.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0813,0.2
Jach,CRY,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0814,-0.2
Mateta,CRY,FWD,5.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0815,0.2
Eze,CRY,MID,5.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0816,-0.1
Ferguson,CRY,DEF,4.5,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0817,0
Mitchell,CRY,DEF,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0818,0
Hughes,CRY,MID,4.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0819,0.2
Olise,CRY,MID,5.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0820,-0.1
Ward,CRY,DEF,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0821,0
Guéhi,CRY,DEF,4.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0822,0.1
Andersen,CRY,DEF,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0823,0
Clyne,CRY,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0824,-0.2
Hannam,CRY,DEF,3.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0825,-0.1
Rak-Sakyi,CRY,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0826,-0.1
Street,CRY,FWD,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0827,0
Banks,CRY,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0828,0
Matthews,CRY,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0829,0
Edouard,CRY,FWD,6.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0830,-0.2
Delph,EVE,MID,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0831,-0.2
Sigurdsson,EVE,MID,6.7,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0832,0.2
Coleman,EVE,DEF,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0833,-0.1
James,EVE,MID,6.9,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0834,-0.1
Bernard,EVE,MID,5.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0835,0
Digne,EVE,DEF,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0836,0
Keane,EVE,DEF,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0837,-0.1
Pickford,EVE,GKP,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0838,-0.1
Allan,EVE,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0839,-0.1
André Gomes,EVE,MID,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0840,-0.1
Doucouré,EVE,MID,5.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0841,-0.1
Iwobi,EVE,MID,5.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0842,-0.2
Mina,EVE,DEF,4.9,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0843,-0.1
Davies,EVE,MID,4.8,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0844,-0.2
Calvert-Lewin,EVE,FWD,7.9,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0845,-0.1
Holgate,EVE,DEF,4.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0846,0.2
Godfrey,EVE,DEF,4.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0847,-0.2
Richarlison,EVE,FWD,7.4,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0848,-0.1
Virgínia,EVE,GKP,4,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0849,0
Begović,EVE,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0850,0
Townsend,EVE,MID,5.2,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0851,0.2
Gray,EVE,MID,5.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0852,0.1
Kenny,EVE,DEF,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0853,-0.1
Gordon,EVE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0854,0
Gbamin,EVE,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0855,-0.1
Branthwaite,EVE,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0856,0
Broadhead,EVE,FWD,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0857,0
Kean,EVE,FWD,6,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0858,0
Nkounkou,EVE,DEF,4,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0859,0
Lonergan,EVE,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0860,0
Rondón,EVE,FWD,6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0861,0
Simms,EVE,FWD,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0862,0
Dobbin,EVE,FWD,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0863,0
Whitaker,EVE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0864,0
Tyrer,EVE,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0865,0
Tosun,EVE,FWD,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0866,0
Welch,EVE,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0867,0
Onyango,EVE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0868,0
Schmeichel,LEI,GKP,4.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0869,-0.2
Evans,LEI,DEF,5.4,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0870,-0.1
Albrighton,LEI,MID,5.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0871,0.2
Mendy,LEI,MID,4.3,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0872,-0.2
Ward,LEI,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0873,0
Vardy,LEI,FWD,10.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0874,0
Praet,LEI,MID,4.9,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0875,-0.1
Pereira,LEI,DEF,5.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0876,0.2
Amartey,LEI,DEF,3.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0877,-0.2
Castagne,LEI,DEF,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0878,-0.2
Tielemans,LEI,MID,6.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0879,-0.1
Pérez,LEI,MID,5.7,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0880,0.2
Maddison,LEI,MID,6.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0881,-0.2
Iheanacho,LEI,FWD,6.9,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0882,-0.1
Choudhury,LEI,MID,4.4,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0883,-0.1
Barnes,LEI,MID,6.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0884,0
Ndidi,LEI,MID,4.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0885,-0.2
Söyüncü,LEI,DEF,4.9,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0886,-0.1
Justin,LEI,DEF,4.9,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0887,-0.1
Thomas,LEI,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0888,-0.2
Fofana,LEI,DEF,4.3,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0889,-0.2
Vestergaard,LEI,DEF,4.7,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0890,0.2
Daka,LEI,FWD,7.1,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0891,0.1
Soumaré,LEI,MID,4.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0892,-0.2
Bertrand,LEI,DEF,4.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0893,0.1
Dewsbury-Hall,LEI,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0894,-0.1
Jakupovic,LEI,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0895,0
Lookman,LEI,MID,6,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0896,0
Daley-Campbell,LEI,DEF,4,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0897,0
Nelson,LEI,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0898,0
Brunt,LEI,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0899,0
McAteer,LEI,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0900,0
Hernández,LEE,MID,5.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0901,0
Casilla,LEE,GKP,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0902,0
Cooper,LEE,DEF,4.5,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0903,0
Ayling,LEE,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0904,-0.2
Klich,LEE,MID,5.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0905,0.2
Rodrigo,LEE,FWD,6.3,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0906,-0.2
Dallas,LEE,MID,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0907,0
Bamford,LEE,FWD,7.7,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0908,0.2
Llorente,LEE,DEF,4.5,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0909,0
Phillips,LEE,MID,4.8,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0910,-0.2
Costa,LEE,MID,5.4,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0911,-0.1
Roberts,LEE,MID,4.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0912,-0.2
Koch,LEE,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0913,-0.2
Poveda,LEE,MID,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0914,0
Raphinha,LEE,MID,6.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0915,0.1
Shackleton,LEE,MID,4.4,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0916,-0.1
Struijk,LEE,DEF,4.3,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0917,-0.2
Meslier,LEE,GKP,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0918,-0.1
Harrison,LEE,MID,5.6,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0919,0.1
James,LEE,MID,6,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0920,0
Firpo,LEE,DEF,4.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0921,0.2
Klaesson,LEE,GKP,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0922,-0.1
Greenwood,LEE,FWD,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0923,0
Summerville,LEE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0924,0
Forshaw,LEE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0925,0
Drameh,LEE,DEF,3.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0926,-0.1
Cresswell,LEE,DEF,4,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0927,0
McCarron,LEE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0928,0
Gelhardt,LEE,FWD,4.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0929,0.1
Kenneh,LEE,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0930,-0.1
McKinstry,LEE,MID,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0931,-0.2
Hjelde,LEE,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0932,0
Bate,LEE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0933,0
Jenkins,LEE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0934,0
Moore,LEE,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0935,0
Gray,LEE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0936,0
Milner,LIV,MID,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0937,-0.1
Henderson,LIV,MID,5.1,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0938,0.1
Adrián,LIV,GKP,4.3,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0939,-0.2
Matip,LIV,DEF,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0940,-0.1
Thiago,LIV,MID,5.3,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0941,-0.2
Shaqiri,LIV,MID,5.9,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0942,-0.1
Chamberlain,LIV,MID,5.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0943,-0.2
Firmino,LIV,FWD,8.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0944,0.2
van Dijk,LIV,DEF,6.6,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0945,0.1
Mané,LIV,MID,11.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0946,-0.1
Alisson,LIV,GKP,6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0947,0
Fabinho,LIV,MID,5.4,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0948,-0.1
Salah,LIV,MID,13.1,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0949,0.1
Robertson,LIV,DEF,7.1,Suspended,Jan 04 2022 21:08:53 GMT+0600,FALSE,Jan 04 2022 21:08:53 GMT+0950,0.1
Origi,LIV,FWD,4.8,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0951,-0.2
Minamino,LIV,MID,5.1,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0952,0.1
Alexander-Arnold,LIV,DEF,8.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0953,-0.2
Gomez,LIV,DEF,4.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0954,0.2
Keita,LIV,MID,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0955,0
Jota,LIV,MID,8.1,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0956,0.1
Phillips,LIV,DEF,4.2,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0957,0.2
